nom_mes,arr_delay
Abr,5.3609210742977975
Ago,10.587576100069006
Des,7.116440276865835
Feb,0.5934550690998294
Gen,10.3522983801892
Jul,18.092325283660564
Jun,11.807215370082092
Mai,14.049410406090523
Mar,6.504476326969165
Nov,-0.3246114492431806
Oct,-1.2827363051630694
Set,0.9967748183349416
